accident_date,accident_time,expw_step,weather_state,injur_man,injur_femel,dead_man,dead_femel,cause,total_injure,total_dead
2018-02-21,21:25:25,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-02-22,07:07:07,ฉลองรัช,normal,0,1,0,0,Off limit speed,1,0
2018-02-22,09:01:01,ฉลองรัช,normal,5,0,0,0,Off limit speed,5,0
2018-02-23,20:04:04,เฉลิมมหานคร,normal,0,2,0,0,Off limit speed,2,0
2018-02-24,22:03:03,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-02-24,10:08:08,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2018-02-25,09:19:19,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-02-25,03:06:06,บูรพาวิถี,normal,2,1,0,0,Off limit speed,3,0
2018-02-25,16:29:29,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-02-26,19:16:16,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-02-26,13:00:00,บูรพาวิถี,normal,1,0,0,0,Off limit speed,1,0
2018-02-26,20:20:20,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-02-26,03:25:25,บูรพาวิถี,normal,1,0,0,0,Off limit speed,1,0
2018-02-27,11:46:46,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-02-27,07:57:57,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-02-27,18:27:27,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-02-28,10:27:27,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-01,02:20:20,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-01,06:38:38,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,doze off,0,0
2018-03-01,15:01:01,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-03-01,13:34:34,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2018-03-02,10:51:51,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-02,12:27:27,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-03-03,11:07:07,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-03-03,19:38:38,ศรีรัช,normal,1,2,0,0,Change lane instantly,3,0
2018-03-03,04:34:34,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Off limit speed,1,0
2018-03-04,14:00:00,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-03-04,00:25:25,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-03-05,15:04:04,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-05,12:41:41,ฉลองรัช,normal,1,0,0,0,Change lane instantly,1,0
2018-03-05,16:30:30,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-03-06,21:05:05,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2018-03-06,23:49:49,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2018-03-07,12:45:45,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-08,11:34:34,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,car/road condition,0,0
2018-03-08,14:30:30,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2018-03-08,23:13:13,ฉลองรัช,normal,1,0,0,0,Off limit speed,1,0
2018-03-08,19:55:55,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-09,01:50:50,บางพลี-สุขสวัสดิ์,normal,2,1,0,0,Off limit speed,3,0
2018-03-09,07:13:13,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2018-03-09,21:05:05,อุดรรัถยา,normal,1,0,0,0,doze off,1,0
2018-03-09,12:44:44,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2018-03-10,22:00:00,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-03-10,06:54:54,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2018-03-10,01:39:39,อุดรรัถยา,normal,0,1,0,0,doze off,1,0
2018-03-10,18:00:00,บางพลี-สุขสวัสดิ์,normal,1,1,0,0,Off limit speed,2,0
2018-03-10,01:15:15,อุดรรัถยา,normal,0,0,0,0,doze off,0,0
2018-03-10,23:54:54,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-11,10:54:54,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-12,09:27:27,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-12,08:56:56,อุดรรัถยา,normal,1,1,0,0,Off limit speed,2,0
2018-03-12,14:06:06,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-03-12,18:08:08,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-03-13,04:00:00,อุดรรัถยา,normal,1,0,0,0,Change lane instantly,1,0
2018-03-13,06:21:21,อุดรรัถยา,normal,1,0,0,0,car/road condition,1,0
2018-03-13,01:30:30,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Off limit speed,1,0
2018-03-14,13:56:56,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-14,09:42:42,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2018-03-14,10:30:30,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-03-14,09:53:53,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-15,22:38:38,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2018-03-16,01:49:49,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2018-03-17,00:38:38,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,doze off,1,0
2018-03-18,09:40:40,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-03-18,19:41:41,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2018-03-19,14:07:07,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,car/road condition,1,0
2018-03-19,00:25:25,บางพลี-สุขสวัสดิ์,normal,2,1,0,0,Off limit speed,3,0
2018-03-20,13:50:50,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-03-20,09:00:00,บางพลี-สุขสวัสดิ์,rain,1,1,0,0,Off limit speed,2,0
2018-03-20,11:43:43,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-21,14:46:46,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-21,02:28:28,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-21,08:21:21,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-23,10:11:11,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2018-03-23,09:27:27,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-23,13:02:02,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,car/road condition,1,0
2018-03-23,15:58:58,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-03-24,07:56:56,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2018-03-24,05:28:28,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-03-24,17:01:01,บางพลี-สุขสวัสดิ์,normal,1,1,0,0,Off limit speed,2,0
2018-03-24,10:39:39,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Off limit speed,1,0
2018-03-25,21:05:05,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-25,16:08:08,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-03-25,01:03:03,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-25,03:45:45,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-26,09:26:26,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-03-26,16:33:33,บางพลี-สุขสวัสดิ์,normal,2,0,0,0,Off limit speed,2,0
2018-03-26,15:21:21,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-27,16:28:28,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Change lane instantly,1,0
2018-03-27,09:37:37,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-27,07:32:32,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-28,07:20:20,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2018-03-29,13:01:01,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-03-29,12:31:31,ศรีรัช-วงแหวนรอบนอก,normal,5,0,0,0,Off limit speed,5,0
2018-03-30,08:50:50,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Off limit speed,1,0
2018-03-30,17:06:06,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Change lane instantly,1,0
2018-03-31,02:07:07,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-03-31,15:37:37,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-03-31,18:43:43,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,car/road condition,0,0
2018-03-31,11:24:24,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Off limit speed,1,0
2018-03-31,22:39:39,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-03-31,13:22:22,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-01,15:00:00,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-04-01,21:37:37,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-01,12:59:59,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-02,22:58:58,ฉลองรัช,rain,0,0,0,0,Off limit speed,0,0
2018-04-03,06:38:38,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2018-04-03,23:00:00,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-03,12:04:04,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2018-04-03,16:48:48,ทางหลวงพิเศษหมายเลข 37,normal,2,0,0,0,Off limit speed,2,0
2018-04-03,00:25:25,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-03,10:04:04,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-04-03,07:10:10,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-04,00:02:02,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-04,15:35:35,อุดรรัถยา,normal,1,1,0,0,Change lane instantly,2,0
2018-04-05,14:29:29,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2018-04-05,02:02:02,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2018-04-05,10:20:20,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-05,06:30:30,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2018-04-05,12:48:48,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2018-04-06,02:00:00,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Off limit speed,1,0
2018-04-06,23:47:47,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,Off limit speed,1,0
2018-04-07,12:49:49,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-04-08,16:26:26,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-04-08,16:40:40,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-09,16:55:55,ฉลองรัช,normal,0,0,0,0,car/road condition,0,0
2018-04-09,16:00:00,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-09,20:47:47,ฉลองรัช,normal,1,0,0,0,Off limit speed,1,0
2018-04-09,22:37:37,บางพลี-สุขสวัสดิ์,normal,2,0,0,0,car/road condition,2,0
2018-04-10,23:59:59,ฉลองรัช,normal,1,0,0,0,doze off,1,0
2018-04-14,00:28:28,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-14,20:55:55,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-15,18:55:55,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Change lane instantly,0,0
2018-04-17,15:40:40,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-17,18:20:20,S1,normal,0,1,0,0,Change lane instantly,1,0
2018-04-19,23:13:13,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-20,06:18:18,อุดรรัถยา,normal,0,0,0,0,doze off,0,0
2018-04-20,15:19:19,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-04-20,22:21:21,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2018-04-20,09:38:38,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-04-20,14:26:26,ฉลองรัช,normal,0,1,0,0,Off limit speed,1,0
2018-04-20,19:37:37,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-21,16:23:23,ศรีรัช,normal,0,1,0,0,Change lane instantly,1,0
2018-04-21,16:23:23,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-22,15:13:13,ฉลองรัช,normal,3,3,0,0,Change lane instantly,6,0
2018-04-23,02:48:48,บางพลี-สุขสวัสดิ์,normal,0,4,0,0,doze off,4,0
2018-04-23,12:33:33,เฉลิมมหานคร,normal,0,0,0,0,Change lane instantly,0,0
2018-04-23,23:12:12,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-04-23,18:02:02,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-23,08:56:56,อุดรรัถยา,normal,0,0,0,0,doze off,0,0
2018-04-24,10:17:17,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2018-04-25,03:44:44,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-04-25,08:48:48,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-25,13:18:18,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2018-04-26,21:45:45,ศรีรัช-วงแหวนรอบนอก,normal,1,0,0,0,Off limit speed,1,0
2018-04-26,16:00:00,ทางหลวงพิเศษหมายเลข 37,normal,3,1,0,0,Off limit speed,4,0
2018-04-26,06:43:43,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-04-26,03:41:41,บางพลี-สุขสวัสดิ์,normal,2,0,0,0,doze off,2,0
2018-04-26,06:43:43,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-04-27,17:47:47,บางพลี-สุขสวัสดิ์,normal,0,1,0,0,car/road condition,1,0
2018-04-27,08:45:45,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-04-28,15:02:02,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-04-28,05:31:31,ฉลองรัช,normal,0,3,0,0,Off limit speed,3,0
2018-04-28,16:02:02,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-04-28,15:19:19,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-04-28,20:53:53,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2018-04-28,06:34:34,ศรีรัช,normal,0,0,0,0,doze off,0,0
2018-04-29,21:50:50,ศรีรัช,normal,2,1,0,0,Change lane instantly,3,0
2018-04-29,17:39:39,อุดรรัถยา,normal,0,1,0,0,Change lane instantly,1,0
2018-04-30,01:31:31,บางพลี-สุขสวัสดิ์,normal,3,0,0,0,Off limit speed,3,0
2018-04-30,01:00:00,เฉลิมมหานคร,rain,1,0,0,0,car/road condition,1,0
2018-05-01,22:49:49,บูรพาวิถี,normal,1,1,0,0,Change lane instantly,2,0
2018-05-01,03:10:10,เฉลิมมหานคร,rain,0,0,0,0,car/road condition,0,0
2018-05-01,22:00:00,ฉลองรัช,rain,0,1,0,0,Change lane instantly,1,0
2018-05-01,22:00:00,ฉลองรัช,rain,1,0,0,0,Off limit speed,1,0
2018-05-01,21:50:50,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
2018-05-02,01:22:22,บูรพาวิถี,normal,0,0,0,0,Change lane instantly,0,0
2018-05-02,18:28:28,ทางหลวงพิเศษหมายเลข 37,normal,2,0,0,0,Off limit speed,2,0
2018-05-02,22:42:42,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2018-05-03,05:08:08,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-04,07:44:44,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-04,09:23:23,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-04,09:00:00,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-05-04,09:23:23,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-04,10:57:57,เฉลิมมหานคร,normal,0,2,0,0,car/road condition,2,0
2018-05-05,12:24:24,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-06,08:30:30,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-07,20:27:27,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2018-05-08,22:24:24,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-05-08,19:48:48,ศรีรัช,normal,1,0,0,0,Change lane instantly,1,0
2018-05-08,23:43:43,อุดรรัถยา,normal,0,1,0,0,Off limit speed,1,0
2018-05-08,13:32:32,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-09,06:13:13,ศรีรัช,normal,2,0,0,0,Off limit speed,2,0
2018-05-09,16:42:42,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-09,12:20:20,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-05-09,10:55:55,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-05-09,10:37:37,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-10,04:11:11,ฉลองรัช,normal,1,2,0,0,Off limit speed,3,0
2018-05-10,15:30:30,บูรพาวิถี,normal,0,0,0,0,doze off,0,0
2018-05-10,08:01:01,ศรีรัช,normal,0,1,0,0,Off limit speed,1,0
2018-05-11,06:05:05,เฉลิมมหานคร,normal,2,1,0,0,Change lane instantly,3,0
2018-05-11,09:55:55,ฉลองรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-11,14:10:10,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-11,08:44:44,ทางหลวงพิเศษหมายเลข 37,normal,0,1,0,0,Change lane instantly,1,0
2018-05-11,21:37:37,ศรีรัช-วงแหวนรอบนอก,normal,0,0,0,0,car/road condition,0,0
2018-05-12,18:35:35,S1,normal,1,0,0,0,Change lane instantly,1,0
2018-05-12,11:25:25,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-13,21:55:55,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-13,15:02:02,ศรีรัช,rain,0,0,0,0,Change lane instantly,0,0
2018-05-14,14:10:10,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-05-14,15:26:26,ทางหลวงพิเศษหมายเลข 37,normal,1,0,0,0,Off limit speed,1,0
2018-05-14,02:11:11,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-15,18:25:25,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-16,10:10:10,ทางหลวงพิเศษหมายเลข 37,normal,1,1,0,0,car/road condition,2,0
2018-05-16,16:35:35,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-16,14:17:17,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-05-16,13:09:09,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-17,16:24:24,บางพลี-สุขสวัสดิ์,normal,1,1,0,0,Off limit speed,2,0
2018-05-17,16:02:02,อุดรรัถยา,normal,0,0,0,0,Change lane instantly,0,0
2018-05-18,09:24:24,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-05-19,06:25:25,บูรพาวิถี,normal,1,0,0,0,car/road condition,1,0
2018-05-19,21:25:25,ศรีรัช,normal,5,4,0,0,Off limit speed,9,0
2018-05-19,03:54:54,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-19,22:37:37,ศรีรัช,normal,1,0,0,0,doze off,1,0
2018-05-19,12:29:29,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2018-05-21,11:04:04,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-21,01:55:55,อุดรรัถยา,normal,0,0,0,0,Off limit speed,0,0
2018-05-21,00:34:34,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-23,18:35:35,อุดรรัถยา,rain,4,0,0,0,Change lane instantly,4,0
2018-05-23,01:09:09,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-05-23,12:05:05,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-23,07:20:20,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-05-24,06:58:58,อุดรรัถยา,normal,0,0,0,0,car/road condition,0,0
2018-05-24,04:29:29,ทางหลวงพิเศษหมายเลข 37,normal,0,0,0,0,Off limit speed,0,0
2018-05-24,13:29:29,บูรพาวิถี,normal,2,2,0,0,Off limit speed,4,0
2018-05-24,20:09:09,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-05-25,14:36:36,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-05-25,15:18:18,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-26,15:43:43,บูรพาวิถี,normal,0,0,0,0,Change lane instantly,0,0
2018-05-26,21:50:50,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-27,21:14:14,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-27,02:01:01,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-29,20:15:15,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-30,23:00:00,บูรพาวิถี,rain,1,1,0,0,Off limit speed,2,0
2018-05-31,10:22:22,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-05-31,07:14:14,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-05-31,12:09:09,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-06-01,12:25:25,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-06-01,00:05:05,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2018-06-02,10:30:30,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-06-05,15:55:55,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-06-05,00:25:25,บูรพาวิถี,normal,1,0,0,0,Off limit speed,1,0
2018-06-05,14:17:17,บูรพาวิถี,normal,0,1,0,0,Off limit speed,1,0
2018-06-06,01:30:30,ศรีรัช,normal,0,0,0,0,doze off,0,0
2018-06-07,06:29:29,บูรพาวิถี,normal,0,0,0,0,Off limit speed,0,0
2018-06-07,14:36:36,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-06-07,19:16:16,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-07,00:08:08,อุดรรัถยา,rain,0,0,0,0,Change lane instantly,0,0
2018-06-08,19:00:00,บูรพาวิถี,normal,0,1,0,0,doze off,1,0
2018-06-09,16:28:28,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-06-09,21:07:07,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-06-09,00:38:38,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,car/road condition,0,0
2018-06-09,16:37:37,ฉลองรัช,normal,0,0,0,0,doze off,0,0
2018-06-10,13:09:09,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-11,00:46:46,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-06-11,06:00:00,ฉลองรัช,normal,1,1,0,0,car/road condition,2,0
2018-06-11,22:11:11,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-12,17:43:43,ศรีรัช,normal,0,0,0,0,car/road condition,0,0
2018-06-12,04:19:19,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-06-12,13:40:40,อุดรรัถยา,normal,1,0,0,0,Off limit speed,1,0
2018-06-12,19:24:24,ศรีรัช,normal,0,0,0,0,Off limit speed,0,0
2018-06-12,03:34:34,บางพลี-สุขสวัสดิ์,normal,3,0,0,0,Off limit speed,3,0
2018-06-12,14:26:26,เฉลิมมหานคร,normal,0,1,0,0,Off limit speed,1,0
2018-06-13,17:42:42,อุดรรัถยา,rain,1,0,0,0,Change lane instantly,1,0
2018-06-13,08:39:39,ศรีรัช-วงแหวนรอบนอก,normal,1,0,0,0,Off limit speed,1,0
2018-06-13,20:56:56,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-13,17:12:12,บางพลี-สุขสวัสดิ์,rain,1,0,0,0,Off limit speed,1,0
2018-06-13,23:15:15,ฉลองรัช,normal,0,1,0,0,Change lane instantly,1,0
2018-06-13,04:53:53,เฉลิมมหานคร,normal,1,0,0,0,Off limit speed,1,0
2018-06-14,22:45:45,ฉลองรัช,normal,1,0,0,0,Change lane instantly,1,0
2018-06-14,14:52:52,เฉลิมมหานคร,normal,0,0,0,0,Off limit speed,0,0
2018-06-15,21:04:04,ศรีรัช,normal,0,3,0,0,Off limit speed,3,0
2018-06-16,14:06:06,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-06-16,05:02:02,ศรีรัช,normal,1,0,0,0,Change lane instantly,1,0
2018-06-16,01:49:49,ศรีรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-16,05:45:45,ฉลองรัช,normal,0,0,0,0,doze off,0,0
2018-06-16,05:30:30,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,doze off,0,0
2018-06-17,06:41:41,บางพลี-สุขสวัสดิ์,normal,0,0,0,0,Off limit speed,0,0
2018-06-18,21:53:53,บูรพาวิถี,normal,0,0,0,0,car/road condition,0,0
2018-06-19,09:22:22,ศรีรัช,normal,0,0,0,0,doze off,0,0
2018-06-19,01:40:40,บูรพาวิถี,normal,0,0,0,0,doze off,0,0
2018-06-19,14:45:45,เฉลิมมหานคร,normal,0,0,0,0,car/road condition,0,0
2018-06-20,14:13:13,ฉลองรัช,normal,0,0,0,0,Change lane instantly,0,0
2018-06-20,13:46:46,ศรีรัช,normal,1,0,0,0,Change lane instantly,1,0
2018-06-20,01:38:38,เฉลิมมหานคร,normal,1,1,0,0,Off limit speed,2,0
2018-06-20,22:47:47,บางพลี-สุขสวัสดิ์,normal,1,0,0,0,Off limit speed,1,0
